problems_solved,easy_solved,medium_solved,hard_solved,arrays_count,strings_count,graphs_count,dp_count,trees_count,contest_rating,contest_count,acceptance_rate,current_streak,room_participations,room_wins,placement_score
570,263,158,149,119,76,73,41,101,1034,32,75.07175824195294,228,41,18,48
837,389,257,191,128,110,63,8,158,1514,21,75.19278648922473,31,29,0,53
965,599,197,169,191,192,45,120,183,1198,26,48.47956224570389,78,45,6,51
526,251,203,72,125,67,24,41,45,1369,62,54.79374040072376,276,2,1,28
437,257,97,83,44,87,39,31,30,931,26,83.71231239314511,55,12,2,38
169,63,66,40,38,29,3,19,25,1196,20,75.51118458073351,348,36,5,33
158,70,49,39,32,24,22,2,21,1368,52,41.8613229060464,53,18,7,29
785,441,182,162,113,113,37,48,77,1518,34,45.412593747140214,19,36,18,51
1263,480,507,276,316,305,71,114,192,1624,46,34.59141860329001,201,12,5,68
76,30,29,17,12,13,3,5,4,1877,49,67.28027284395314,222,14,1,35
1023,446,357,220,158,188,10,36,58,1364,9,47.429241501887816,128,25,18,54
390,238,94,58,75,94,41,20,40,1258,27,59.51273529159542,329,5,0,35
67,35,16,16,15,13,6,3,5,1504,36,72.24782550551093,145,26,19,32
1292,690,375,227,369,314,159,192,203,1491,40,75.9819287058829,227,11,4,71
351,167,101,83,45,40,5,19,67,1065,96,47.89503892404721,314,47,3,32
1163,645,306,212,208,263,162,45,173,1034,60,43.04858153909275,127,24,2,53
736,324,263,149,83,110,41,92,109,2087,50,76.66950049365232,140,49,16,62
1205,680,331,194,303,266,166,83,61,1481,7,50.96989463761158,287,46,36,70
779,328,282,169,147,177,19,56,98,1638,57,75.20989772085576,69,15,10,50
623,329,214,80,150,87,71,54,107,1570,60,38.23697328528074,160,45,35,49
1242,689,373,180,204,200,113,115,183,1542,32,80.15501757068137,2,15,5,56
363,158,119,86,97,75,21,33,30,1780,18,56.571911142036384,11,2,1,39
125,62,47,16,25,14,2,1,22,2071,29,39.35733645010009,288,33,13,17
1297,477,510,310,374,276,122,161,252,1567,77,59.42874826443499,26,23,0,78
671,303,250,118,77,78,9,25,61,1436,13,77.8508790061094,12,41,4,35
1475,768,348,359,299,349,118,75,119,1705,35,51.412878781749995,122,45,10,72
462,191,201,70,117,65,43,15,46,1332,6,39.793382883051144,202,22,5,39
296,137,114,45,65,55,33,34,17,1038,33,61.71058908389885,253,29,16,32
1336,651,426,259,139,157,198,122,241,1595,49,75.89569113704295,202,48,27,74
1026,380,407,239,302,144,47,118,194,1128,31,36.674457681960845,163,20,7,52
320,181,67,72,51,51,17,32,46,1164,41,32.277456920893634,360,16,4,30
217,89,71,57,32,37,12,5,35,1020,32,33.0961421470014,185,17,2,17
627,358,161,108,123,62,70,32,94,646,13,42.67687958352508,319,2,0,31
455,209,119,127,94,106,63,36,48,1003,88,30.401610070043837,121,46,21,31
679,359,242,78,171,68,99,35,98,1432,27,53.577002317070836,178,11,3,44
642,310,199,133,114,138,91,25,112,1760,38,68.37621996565042,131,15,5,50
64,30,18,16,12,10,8,8,10,1239,93,69.07520040992051,299,37,26,25
921,415,356,150,190,164,136,105,57,1192,30,65.01913377826085,17,13,6,48
1045,518,309,218,186,137,65,60,124,1380,23,46.29100740272538,17,26,16,53
666,224,304,138,188,127,95,77,72,1378,3,70.47657381396297,5,17,2,41
1433,688,478,267,387,258,167,140,233,1383,77,61.706816219371696,186,19,0,63
989,372,354,263,188,123,33,10,123,1718,8,77.3648558222051,190,34,3,63
524,304,145,75,52,71,8,33,53,1307,99,56.290303353560304,42,16,9,36
246,127,70,49,68,27,9,12,38,1253,69,39.90810204535597,249,19,6,21
1312,590,468,254,163,144,156,53,158,1404,23,64.90590581687955,196,5,0,72
357,212,70,75,53,36,35,16,31,1595,89,38.29313261447316,202,25,19,37
636,236,218,182,82,84,26,90,116,2259,97,82.97296645345206,264,6,2,58
1137,728,253,156,154,229,129,88,76,1923,64,68.68068543720501,266,37,10,67
639,296,267,76,166,94,19,82,33,1474,86,71.59770380823461,188,11,8,48
1281,720,399,162,276,193,160,51,91,1246,16,67.35976433570744,334,16,1,61
373,186,104,83,108,44,45,12,27,1374,99,35.3657763457962,272,20,9,31
330,171,88,71,48,61,48,44,43,1198,36,55.591490070029124,177,5,2,30
295,114,108,73,58,44,9,23,42,1465,49,65.8278383601812,89,46,34,29
158,80,43,35,46,31,21,21,18,1496,44,42.61457301967277,269,36,24,31
1117,626,278,213,296,235,64,21,90,1583,19,67.37261588002013,38,24,5,59
415,172,138,105,101,77,28,57,28,809,58,75.0937011381273,119,14,2,31
987,540,286,161,136,139,74,67,122,1137,58,45.12114886800623,54,10,0,36
465,226,138,101,118,81,45,14,62,1835,89,40.97818151461668,239,8,1,27
809,353,231,225,137,111,120,85,77,1069,10,78.5737987864189,264,3,1,40
1194,596,319,279,246,281,112,145,99,1169,54,30.285697102051195,190,2,0,51
1022,405,358,259,226,219,142,16,63,1302,83,44.06608766254608,282,12,4,56
793,334,244,215,175,137,36,117,42,1826,64,52.37017189802539,162,31,17,57
469,271,106,92,115,114,30,50,30,1598,76,66.97428453327939,346,5,2,38
747,351,244,152,173,135,60,41,120,1316,57,84.83849219528196,244,0,0,44
518,246,146,126,58,77,28,16,52,1261,99,50.395011719647165,315,41,1,30
490,252,169,69,93,56,71,31,26,1195,43,82.18447993217356,213,4,1,33
123,52,37,34,28,22,13,5,15,1023,76,50.17258551870242,285,1,0,18
758,459,184,115,120,173,58,60,98,1156,13,68.25410911762116,89,21,6,45
370,200,81,89,60,85,42,44,42,1928,75,39.09518595284534,358,31,4,41
350,165,125,60,43,66,26,35,23,1846,51,55.32243222216152,166,47,2,36
779,487,179,113,143,123,9,55,127,1297,33,77.92004352515931,179,40,30,38
770,312,284,174,228,152,66,20,118,1251,62,47.59969090405951,103,49,0,42
978,560,231,187,153,209,95,140,106,1742,26,35.78614292744031,57,48,30,62
458,218,151,89,94,74,67,21,49,1218,11,58.749233472439144,320,6,1,30
844,412,300,132,209,144,13,41,61,1600,37,54.174407745620584,203,20,3,56
1213,535,377,301,124,245,99,121,197,1067,99,42.624679656573406,125,16,2,56
1440,739,368,333,403,333,34,169,201,1450,55,79.80883743809409,344,19,2,69
1229,774,260,195,217,268,37,181,77,1258,64,63.09277059991392,156,0,0,55
1499,860,373,266,410,154,143,218,159,1537,89,49.09454920083,254,31,21,69
320,168,61,91,34,37,13,44,59,1787,39,84.78721814796673,27,39,11,31
271,126,74,71,34,61,31,19,31,1218,20,37.56614118016314,210,31,18,26
1452,693,472,287,238,326,119,48,143,1080,31,76.6373331921032,265,19,3,51
415,185,121,109,70,65,16,38,60,1310,88,42.68437146811038,266,9,6,34
152,57,61,34,40,28,12,1,12,1801,11,43.172877184662894,253,5,3,25
351,147,128,76,35,82,3,13,45,1439,88,57.39892090323009,187,40,3,28
1349,527,554,268,307,319,176,13,202,1377,25,66.40680833996353,29,32,21,73
1134,530,357,247,143,246,13,40,202,1746,35,67.97547036315942,304,9,5,56
253,136,84,33,66,33,2,19,38,1555,15,31.21701998564845,187,24,7,22
499,240,140,119,127,104,47,32,53,2096,77,45.77718742586289,283,23,15,37
21,7,8,6,4,2,3,1,3,1072,33,66.33322414004621,275,30,21,14
1272,596,344,332,181,297,165,160,235,1397,23,78.93541365282857,186,28,11,78
570,364,133,73,129,69,25,59,69,985,71,66.84399886234664,132,11,4,30
51,27,16,8,6,10,1,7,2,1072,90,44.62347231144631,29,42,23,20
687,413,173,101,94,131,67,49,125,1794,38,57.92750119432447,160,36,7,43
603,230,199,174,135,130,75,29,45,1129,63,65.61670303099717,137,41,2,44
1462,694,528,240,436,267,88,39,100,1869,76,37.443664299336355,346,49,20,66
1191,610,337,244,331,129,84,123,114,1067,28,59.96987967970202,331,8,2,52
1249,704,261,284,273,257,32,159,133,1372,30,55.941642542896375,65,28,2,53
1495,770,463,262,310,235,46,53,254,1041,62,48.51564191077409,221,2,0,60
143,69,51,23,42,21,12,19,15,1596,42,64.29457175423322,187,3,0,31
1100,631,269,200,230,273,26,92,63,1461,18,64.99189611667543,36,20,5,57
1040,466,452,122,191,196,39,31,151,1777,9,83.43084483221713,205,5,1,60
957,547,284,126,269,197,41,95,144,1653,55,53.55678585770928,56,1,0,50
82,36,24,22,12,14,5,6,14,1436,59,59.2196935516032,66,36,13,28
408,237,80,91,48,87,6,5,44,1434,42,38.66264195338624,27,19,13,36
1438,532,601,305,326,306,114,94,90,1020,47,60.15992863816852,141,44,19,66
587,359,154,74,69,116,82,70,78,1514,39,31.98472720461812,138,32,4,44
868,370,281,217,151,216,11,76,59,1371,33,38.243266595127636,231,13,8,51
139,78,34,27,25,23,13,6,7,0,0,39.41857419222943,106,19,0,13
940,439,259,242,196,193,119,131,156,1624,18,64.79515146274214,136,42,18,67
1499,685,463,351,447,329,80,64,165,0,0,61.20120524037239,163,1,0,48
1239,420,532,287,178,193,35,56,159,1182,87,73.89203263194429,146,46,16,68
275,129,86,60,48,46,4,16,41,1423,24,55.54196875294882,272,6,3,30
802,453,236,113,101,196,80,108,88,1321,67,56.11709302766362,303,36,0,43
262,113,84,65,58,27,22,21,15,961,87,38.88558176685032,178,11,1,25
831,396,227,208,204,124,34,87,73,1098,83,70.84857863514009,86,48,31,56
1322,659,279,384,259,228,167,193,104,1722,96,30.200910910856447,75,15,6,81
173,75,58,40,25,17,19,20,34,1534,27,53.36899802304923,344,16,3,36
104,48,27,29,23,24,5,3,16,1391,44,40.357880012498484,77,30,11,26
842,438,184,220,174,120,97,101,99,1775,98,72.4055458498091,57,6,1,59
1143,702,282,159,153,158,50,131,68,1381,23,67.03652483779187,222,25,15,60
345,156,126,63,62,76,36,14,23,1611,43,68.8722790410397,202,0,0,31
831,339,324,168,155,117,22,46,142,1388,1,38.17178371330587,362,1,0,49
247,117,89,41,73,49,26,27,47,1418,22,66.7847740513171,61,30,6,27
390,196,100,94,105,87,16,16,21,2342,96,67.99915404012165,142,19,0,41
1469,768,378,323,362,321,132,57,274,1191,77,30.14503965868623,66,36,13,63
908,407,305,196,252,197,31,98,97,1565,61,47.468047251132134,125,32,15,50
492,256,133,103,121,55,54,65,40,1558,14,34.80084996833375,308,12,5,42
911,347,364,200,255,102,16,18,59,1744,31,67.47668278263197,144,0,0,54
1058,585,240,233,117,154,35,76,175,1378,86,41.66597683940892,202,32,11,55
1150,554,379,217,219,121,41,109,138,2000,3,44.556262337612694,252,2,1,64
491,278,158,55,122,85,7,51,85,1291,83,34.30809915085828,109,36,3,25
1425,524,627,274,308,226,162,212,119,1265,30,56.609366589959905,147,18,11,69
926,500,234,192,125,169,136,97,140,1653,58,31.816804522080997,126,43,15,65
1003,553,229,221,168,145,119,97,67,1769,70,76.50757170812558,351,39,21,61
973,335,413,225,159,168,126,144,61,0,0,31.450132200895396,120,31,20,48
546,264,213,69,83,82,5,10,38,1168,68,33.39018317999813,340,4,0,28
1112,573,368,171,187,143,29,22,190,1451,13,65.2223648269618,30,46,24,56
1206,532,477,197,244,238,106,106,178,1578,93,80.43134376639904,272,42,4,68
1045,533,293,219,283,210,153,62,78,1804,22,79.06666240543082,344,46,4,59
137,57,43,37,34,30,14,3,14,1434,70,34.59967810576243,40,36,8,22
101,52,31,18,26,23,6,5,16,1746,15,45.864569690148095,203,5,0,31
552,311,138,103,152,113,16,57,51,858,8,58.65702712742532,48,35,12,33
855,419,302,134,156,173,26,113,160,1039,97,31.46430562830566,89,36,24,52
998,506,261,231,168,108,60,23,186,1397,30,59.07534385516654,227,12,0,55
456,204,186,66,50,53,50,39,60,1713,60,54.62711024641763,310,11,3,42
399,224,83,92,114,88,5,20,57,1303,44,62.36260475577365,31,5,0,33
681,403,153,125,77,91,88,70,100,1312,6,80.61731859489817,178,29,10,60
52,22,19,11,12,7,7,4,4,1514,56,45.10406181413047,345,36,18,21
263,128,79,56,46,32,35,36,27,1331,63,65.15030989352238,196,27,18,25
1163,701,265,197,336,150,160,17,81,1821,1,53.64077847852023,234,9,0,54
1093,639,324,130,201,236,13,82,206,1429,5,53.932079837686736,293,27,12,50
672,229,288,155,176,93,98,24,106,2137,60,65.59992712426413,76,5,2,66
476,295,106,75,74,79,29,40,27,1445,33,82.32350173491292,274,8,0,40
296,147,99,50,47,36,38,38,39,1286,16,77.46673281162109,261,23,17,40
1020,458,359,203,223,205,36,140,103,1426,25,65.17373450135426,121,17,1,45
787,460,199,128,235,164,57,51,135,1728,75,55.384594892024666,123,3,0,44
354,130,136,88,72,54,5,43,35,1350,19,53.31956555015049,44,44,8,36
651,290,278,83,187,141,10,32,95,556,40,73.2923101028297,15,22,1,32
391,179,111,101,100,53,55,4,29,1257,57,42.00213760588763,348,26,14,25
699,310,206,183,181,142,86,90,93,704,98,62.321659928935254,209,3,1,43
1286,633,462,191,240,269,108,34,120,1554,98,57.77245725300591,159,12,4,57
1089,492,452,145,193,267,91,13,81,1063,53,65.7144458385279,284,10,1,51
1496,785,438,273,207,201,171,89,213,1414,28,40.30815653173909,51,10,3,61
466,221,169,76,136,53,26,29,67,958,47,68.26664730924915,80,18,12,33
992,482,346,164,289,138,115,20,195,1374,94,64.48498868121365,361,32,9,60
92,42,26,24,22,10,7,11,13,1450,76,39.90803668082946,324,13,5,21
1132,739,264,129,180,142,112,75,144,1251,89,54.72919291100659,351,12,8,58
158,91,30,37,23,23,22,12,29,1386,21,67.32406451638383,284,6,3,20
1362,653,493,216,405,220,103,64,237,894,71,79.5882348193318,348,32,1,57
1189,590,364,235,134,280,81,97,157,1413,70,36.71547955162097,67,31,8,61
199,82,82,35,53,25,27,23,25,1208,4,30.48066800367333,43,44,34,26
892,412,255,225,152,219,121,122,170,1426,51,39.08347869413423,280,36,24,56
272,131,106,35,49,60,40,39,38,0,0,84.41005539853492,149,7,4,13
1113,557,302,254,296,258,96,77,174,1328,44,72.2603641686498,169,45,33,57
409,173,169,67,48,97,23,60,25,1265,39,63.7902960364394,74,33,16,38
773,359,190,224,132,164,33,39,121,1482,63,37.31571869321567,7,18,11,46
618,269,248,101,179,134,9,6,55,1900,10,52.88252170938118,171,35,18,51
1293,660,388,245,310,214,144,151,87,1359,51,69.33813774806953,124,33,13,63
794,447,211,136,199,140,33,27,140,1562,95,79.2736289230008,213,35,14,47
110,52,39,19,27,26,10,1,16,1869,6,51.00027901175829,282,5,0,23
1392,607,448,337,156,218,192,193,154,1520,50,84.98294325623218,138,49,9,76
1413,644,391,378,198,150,202,170,162,1626,92,37.68550267808897,154,0,0,83
829,419,258,152,164,177,8,20,65,1142,93,51.28147565598422,134,44,15,38
1254,588,300,366,217,233,68,148,64,1508,20,78.1468602376467,346,29,16,73
829,500,199,130,151,184,105,106,84,1505,38,65.74535851965803,184,14,10,52
429,187,143,99,109,47,36,58,31,1932,43,74.60057211540496,216,8,0,37
133,61,48,24,13,25,16,11,15,1025,56,79.92895263250861,166,28,10,28
431,146,161,124,100,59,55,46,75,2052,40,57.9024017528679,306,1,0,38
1264,603,364,297,126,297,90,147,84,1744,38,42.91109329878738,276,29,15,76
1096,516,314,266,123,127,66,116,69,1689,19,68.1538797784344,89,45,27,64
777,354,228,195,141,175,57,78,143,1055,21,60.99138265901465,218,3,2,47
492,232,147,113,131,55,49,42,79,1128,28,72.4957062616192,178,18,13,49
528,241,188,99,68,54,32,40,30,1587,45,58.14425650095214,108,19,2,44
164,98,39,27,34,22,19,24,10,775,67,74.61112525161903,116,4,3,15
101,40,34,27,23,15,13,5,15,948,2,79.61096117794287,272,8,5,9
991,454,325,212,144,192,49,22,104,1638,72,71.22706646588185,105,19,13,64
464,217,182,65,93,55,67,54,73,1757,4,70.90103346409323,283,48,13,44
607,281,233,93,171,100,58,24,67,2042,55,62.29541376825432,230,15,11,55
519,297,136,86,105,67,68,43,101,1299,66,55.94031066638207,146,48,0,39
1216,508,575,133,159,277,29,28,187,1139,88,83.49232112454388,311,19,13,56
395,176,133,86,89,42,17,38,22,1169,31,65.48118926645091,20,19,10,40
414,262,85,67,90,63,22,58,41,1535,96,76.2196076223949,275,25,2,34
255,107,85,63,26,49,13,28,34,1339,81,57.79749656989671,346,38,25,42
751,328,249,174,88,177,25,30,53,993,99,60.517182186932146,171,32,20,42
670,322,257,91,88,154,88,97,33,1557,40,66.45889629866873,30,11,4,44
659,297,248,114,83,154,45,34,40,1092,28,70.07038027576863,8,20,10,44
1456,893,306,257,221,159,210,103,187,1623,65,54.6595657845147,305,22,2,68
910,434,325,151,173,205,83,72,131,1611,10,49.59732105833511,336,19,6,56
74,32,23,19,12,16,2,11,4,1310,58,43.16809573548416,31,22,0,18
1046,620,282,144,290,246,90,20,156,1485,94,53.30049825703709,201,48,22,56
222,118,54,50,49,32,33,23,31,1312,3,41.618085080650204,179,46,16,35
251,133,61,57,69,59,22,15,47,1378,92,52.92189051781848,196,5,0,28
502,290,126,86,103,80,5,10,88,1015,53,78.10627100540316,204,44,14,33
1246,516,412,318,146,243,175,175,238,381,66,83.73885998738476,26,11,3,62
347,169,111,67,66,56,14,32,67,1362,1,61.740608385285036,1,34,20,39
182,72,68,42,48,29,19,21,21,1101,99,38.03029591533429,256,7,0,27
681,325,209,147,94,123,55,29,83,1143,77,53.51555695852858,263,26,12,32
173,105,37,31,20,26,9,20,15,1125,47,63.11420808506617,68,15,6,27
474,185,210,79,78,103,23,59,59,1685,67,50.39244652159216,193,46,10,35
1004,471,297,236,178,195,140,70,72,1722,43,41.283589555011815,245,31,18,59
506,222,166,118,81,102,69,45,76,1502,61,42.47533488559371,303,28,12,41
709,322,279,108,90,95,58,103,38,1301,93,56.06608889579908,115,6,2,43
404,150,172,82,60,99,18,51,34,1499,82,41.90357827302998,116,15,11,35
712,323,307,82,168,141,17,51,57,1729,18,43.72374805130105,336,28,18,47
317,162,93,62,56,41,10,32,60,1898,43,78.01963006512025,124,24,3,34
192,95,65,32,43,40,15,23,13,1173,30,72.84831752116023,32,42,13,30
638,378,163,97,132,80,33,8,117,944,61,33.04221406164056,91,35,18,32
519,241,160,118,108,56,8,47,35,1492,14,47.609720153182465,250,47,20,42
555,301,164,90,83,99,40,82,81,861,28,59.2563233659921,191,3,1,31
633,394,119,120,129,115,72,90,62,1483,66,33.33347517370755,337,26,20,39
603,373,132,98,63,77,81,76,58,1466,82,67.5744194609457,22,22,2,37
753,448,145,160,140,114,69,18,150,1360,85,51.144483142379514,81,22,5,41
1260,608,423,229,270,304,140,187,105,1937,46,51.84481644457744,202,29,9,67
1469,676,535,258,200,209,89,140,118,1423,83,44.59300516336597,42,42,2,72
1455,718,511,226,220,179,115,59,201,1565,6,48.36609465907043,106,23,8,69
563,308,162,93,81,140,63,58,90,1747,67,77.39294434497296,73,47,19,42
30,13,11,6,3,4,3,3,5,0,0,73.37316364653236,355,15,3,0
563,269,213,81,95,113,39,14,87,1281,70,81.46745429109342,200,6,4,42
406,231,97,78,120,54,34,56,54,1290,21,68.44485596793888,361,22,9,38
634,272,188,174,108,115,88,88,70,1526,56,61.782946947083005,76,37,17,44
114,48,40,26,21,18,11,1,15,1496,93,44.259095763690546,18,30,21,24
201,100,49,52,46,49,20,27,28,1913,72,66.67704262653604,331,41,8,38
26,10,8,8,5,4,3,3,2,1209,57,79.8386948607736,132,18,9,10
1153,490,391,272,334,216,30,17,173,1329,26,33.80410786604386,182,46,16,51
402,197,101,104,109,97,33,20,32,1686,37,54.368862726335614,61,3,0,33
434,268,93,73,112,107,62,27,53,1596,86,38.21483921255815,132,5,1,37
138,70,32,36,40,15,8,8,12,1382,75,74.58390645501682,120,18,0,24
1163,538,336,289,169,261,59,135,112,1341,12,63.7754033465912,134,26,17,69
581,229,199,153,129,91,54,34,82,1249,96,78.38071243604605,254,28,13,40
38,15,13,10,10,7,1,5,2,1128,14,33.47050673841617,363,11,8,19
1130,604,238,288,254,176,99,168,58,1392,79,79.81518735127545,333,37,25,70
1043,432,384,227,308,167,33,56,72,1575,97,33.695814018587924,32,12,9,51
251,132,72,47,30,31,22,20,18,1510,72,45.81831904644506,5,27,0,25
241,150,48,43,45,44,22,21,19,1375,90,38.589116092150206,81,4,2,27
798,439,221,138,235,145,54,72,132,1495,47,37.996211524819756,133,45,34,50
1317,516,432,369,231,169,83,82,154,1113,14,39.441844388845254,50,45,27,71
724,330,213,181,179,131,32,24,87,1570,98,56.41198294737992,221,16,4,50
768,365,213,190,81,188,43,13,112,970,97,73.13992582891524,267,26,2,41
811,487,171,153,193,168,64,20,129,1476,39,79.40525012759579,202,25,13,35
785,298,289,198,225,135,35,106,39,1577,29,61.17825471464447,121,3,1,46
735,308,313,114,129,174,87,36,131,1431,22,38.6763356500767,131,7,1,35
209,109,54,46,21,38,22,4,41,1401,8,34.35548698938018,256,25,16,20
954,442,275,237,100,114,45,92,65,1082,31,57.17712907680463,51,32,16,52
88,43,34,11,24,16,2,1,12,1386,34,72.09591291493581,254,11,3,26
965,437,345,183,235,122,9,19,48,1994,48,64.10885787946759,229,12,4,49
865,471,229,165,104,186,80,83,49,1379,95,62.05298710449008,308,20,3,53
1206,560,464,182,133,295,47,111,111,1317,44,32.64853678376848,348,36,15,61
476,231,184,61,124,73,5,7,84,915,15,52.63499636369515,269,24,9,38
590,316,165,109,154,97,35,43,87,1509,31,60.2711128025566,104,38,28,50
1449,654,594,201,179,236,209,102,169,1531,24,62.90603572751639,158,2,0,76
949,372,380,197,152,135,101,82,109,1257,93,30.264443420288348,168,18,11,53
458,221,138,99,117,100,59,51,54,1326,36,40.97552370588642,134,6,2,30
96,56,21,19,19,18,2,4,9,1001,36,82.23823060163184,60,16,2,20
110,56,30,24,32,12,2,7,19,1436,34,57.97541110533437,270,12,0,28
1041,524,390,127,204,235,12,125,140,1549,44,68.7003211073126,105,23,12,55
854,519,192,143,201,109,122,118,104,722,7,46.95027027079911,264,44,28,48
1233,495,524,214,249,304,64,166,147,1388,46,62.19545961601921,315,7,4,68
96,44,27,25,27,15,7,7,18,1919,35,49.605700212386765,311,7,3,28
52,21,19,12,9,10,3,4,8,1445,88,46.33273833328272,340,44,15,22
1418,705,502,211,206,158,159,119,101,1547,81,52.626888931555406,104,1,0,64
1468,781,439,248,242,222,78,193,169,1717,9,55.290536103781974,87,29,17,84
417,168,127,122,112,91,35,53,38,0,0,48.21313379448732,6,2,0,23
673,291,244,138,134,115,100,36,133,1292,67,44.189428575817445,23,44,15,39
1050,506,269,275,179,247,75,34,117,914,89,64.31012072318137,56,25,1,48
157,68,54,35,32,29,13,9,9,2210,74,50.940286212148386,214,16,1,32
286,145,70,71,36,68,22,14,31,1623,14,41.100431681927,319,37,6,34
241,106,89,46,24,59,29,34,23,1653,95,71.7102239432194,24,2,1,32
375,174,138,63,58,63,17,17,52,1712,78,69.80578695476277,53,32,23,32
1261,549,355,357,278,232,42,44,105,1735,91,78.77487055019105,85,29,8,60
445,205,131,109,107,100,51,60,24,1638,86,60.52604605154247,289,14,5,31
408,203,130,75,108,54,27,9,26,1408,2,45.36903540764681,256,7,3,34
1244,613,296,335,354,285,171,57,115,1304,31,77.50392234793043,250,29,6,68
1424,835,278,311,259,268,142,101,145,1619,19,45.416561632048456,363,22,12,66
508,288,134,86,126,106,45,47,88,1443,55,66.05803317683907,36,11,1,47
549,268,167,114,63,61,10,30,49,1433,77,40.47161698124985,285,38,5,36
572,285,180,107,63,122,64,45,31,1695,98,64.60460934068668,113,47,7,36
451,222,157,72,56,66,47,17,75,2029,41,76.24714541465454,242,7,2,41
1294,656,378,260,245,285,128,116,233,1117,72,59.69692551842033,187,8,1,64
782,314,278,190,111,137,37,52,96,1544,59,55.89881312214977,129,7,2,46
359,172,105,82,56,50,51,46,33,1098,55,84.64101084501813,303,37,11,34
1385,593,546,246,317,336,76,94,229,1458,46,31.234865017446523,214,32,21,70
529,275,148,106,90,113,16,38,27,895,23,48.24523693435984,357,47,8,32
1353,569,474,310,286,335,200,125,255,1190,40,80.52290967875294,23,32,7,76
147,73,45,29,26,22,16,4,26,1406,3,65.3453476852373,248,44,33,35
1001,607,210,184,133,197,68,31,131,1720,75,59.815350147544336,226,10,1,44
377,183,129,65,43,72,53,45,34,955,50,65.07304397582621,199,22,14,35
1253,605,431,217,184,254,28,60,68,1530,87,47.70676326466908,145,42,4,61
1370,643,464,263,152,144,30,145,273,0,0,33.91424758582089,275,42,19,53
1256,632,399,225,280,180,132,29,206,1839,13,45.13313093425721,323,24,1,64
369,150,151,68,95,87,12,46,37,1278,94,48.507285480906575,7,14,4,26
930,428,378,124,156,152,128,137,49,1530,9,56.39258215888002,345,9,6,63
338,205,74,59,59,82,43,21,49,1353,96,51.66430828707565,55,19,9,34
971,559,264,148,255,128,51,78,192,1106,35,58.65512231466044,60,15,2,49
472,171,191,110,68,117,63,33,73,1228,41,40.7844760778612,38,34,22,45
955,370,382,203,118,195,15,129,59,1173,98,40.122665410966974,273,33,17,57
972,490,261,221,194,210,84,11,107,876,47,49.34418627041335,96,20,14,52
1415,713,454,248,324,225,199,143,93,1863,17,56.054332786760966,314,45,8,63
845,413,284,148,185,199,109,85,157,1292,88,48.795072592926346,145,46,4,34
178,93,53,32,43,32,10,11,17,1543,75,61.710922781236675,97,39,19,30
226,92,69,65,25,45,8,9,36,1068,59,47.05033624743048,254,0,0,24
387,170,146,71,71,44,15,16,24,1413,27,39.74429469411997,210,24,14,34
128,48,44,36,18,24,10,15,8,1551,52,77.45554605046809,41,45,14,32
199,108,55,36,50,46,18,3,30,1426,8,41.0331154216835,52,13,4,26
776,419,249,108,213,98,11,69,136,1150,23,83.16527643947238,32,18,4,43
379,227,76,76,59,79,25,20,30,1642,19,84.30722408381166,276,7,5,33
158,60,62,36,18,16,19,7,17,785,89,68.32420875359512,141,40,25,18
661,350,196,115,99,157,47,53,94,927,68,57.61005467758105,288,14,2,35
779,420,238,121,94,192,26,105,131,1365,26,73.74803571988457,129,43,11,44
383,165,150,68,62,58,55,36,55,681,91,78.02614936504855,295,17,10,28
790,415,238,137,164,91,37,95,50,1164,39,69.02754884600884,49,0,0,35
169,111,37,21,49,33,20,15,22,1258,70,35.61246154901585,62,46,22,24
360,173,129,58,64,37,13,38,65,1856,82,30.16433281835715,109,32,3,34
1321,614,473,234,190,227,91,93,238,1201,53,40.55457273258034,349,0,0,52
1321,565,482,274,176,185,103,184,181,1243,85,40.369254258286865,319,33,14,70
901,370,333,198,121,154,72,72,179,845,81,40.03846231519741,177,3,1,38
1259,578,423,258,174,129,103,109,82,1422,14,58.03747753013515,243,16,9,68
532,227,188,117,134,57,22,44,64,1402,96,58.60464550051144,84,1,0,34
531,268,130,133,59,54,43,28,88,1072,50,69.76621256897697,113,38,20,45
792,312,338,142,237,152,61,33,56,1674,68,41.080729713361606,115,9,0,43
282,128,76,78,57,51,11,5,55,1654,39,35.09629770347526,150,41,14,27
945,472,257,216,197,127,140,104,97,1232,68,66.6350224739979,36,44,15,57
1435,732,387,316,246,282,188,72,147,822,42,56.619836261474305,71,36,12,68
192,80,79,33,45,44,25,12,15,1078,63,66.64763575240187,137,25,2,29
497,210,164,123,96,70,52,68,46,1860,6,50.94071346105656,288,26,10,48
855,412,271,172,141,192,27,76,116,1441,1,71.29375439467415,16,38,23,49
133,69,40,24,20,26,11,3,15,1170,29,67.54304276813032,279,24,6,24
994,557,232,205,283,104,124,121,78,1809,74,65.76880204222684,176,28,18,57
799,520,162,117,126,124,12,36,136,1344,51,31.51631058267065,233,45,21,46
423,182,167,74,79,74,33,36,25,1404,32,77.19682872875424,241,17,9,44
1205,662,332,211,204,252,78,98,211,2117,8,50.713386289679335,29,21,15,67
1321,448,612,261,154,188,52,57,120,1676,10,37.45885482480539,64,25,9,65
1468,714,495,259,201,363,92,38,182,1314,75,71.55736871762159,80,25,16,76
695,279,270,146,95,140,102,27,74,1510,9,56.756120679850106,283,20,2,53
122,66,34,22,29,19,13,2,16,1565,53,31.760295992798095,12,20,12,14
